"","Site","Half","Scale","Species","Plot1","Plot2","Plot3","Plot4","Plot5"
"1314","Reed Canary","N","Half Site","VERVIR",1,".",".",".","."
"1315","Reed Canary","N","5","VITRIP",0,"0","0","0","1"
"1316","Reed Canary","N","1","ZIZAUR",0,"0","0.2","0.1","0"
"1317","Reed Canary","N","5","ZIZAUR",0,"1","0","0","1"
"1318","Reed Canary","S","1","AGRSCA",0,"0","0.5","0","5"
"1319","Reed Canary","S","5","AGRSCA",1,"0","0","1","0"
"1320","Reed Canary","S","1","ALLGEN",0,"0","0","0.5","0"
"1321","Reed Canary","S","5","CXGEN1",0,"0","1","0","0"
"1322","Reed Canary","S","5","CXGEN1",0,"0","0","1","0"
"1323","Reed Canary","S","Half Site","CXGEN2",1,".",".",".","."
"1324","Reed Canary","S","5","CRAGEN",0,"0","1","0","0"
"1325","Reed Canary","S","1","CXGEN3",0,"0","0","0","5"
"1326","Reed Canary","S","Half Site","DESCIL",1,".",".",".","."
"1327","Reed Canary","S","5","ERIGEN",1,"0","0","0","0"
"1328","Reed Canary","S","Half Site","ERIGEN",1,".",".",".","."
"1329","Reed Canary","S","1","HIEGEN",0,"1","0","0","0"
"1330","Reed Canary","S","1","JUNGEN",0,"0.1","0","0.1","0"
"1331","Reed Canary","S","1","CERFON",0,"0","10","0","0"
"1332","Reed Canary","S","Half Site","SYMPIL",1,".",".",".","."
"1333","Reed Canary","S","5","JUNEFF",0,"0","1","0","0"
"1334","Reed Canary","S","Half Site","UKPINK",1,".",".",".","."
"1335","Reed Canary","S","1","VERURT",0,"0","25","15","5"
"1336","Reed Canary","S","5","ACENEG",0,"1","0","0","0"
"1337","Reed Canary","S","1","ACHMIL",0,"7","2","1","0"
"1338","Reed Canary","S","5","ACHMIL",1,"0","0","0","0"
"1339","Reed Canary","S","1","AGRGIG",0,"3","10","60","0"
"1340","Reed Canary","S","5","AGRGIG",1,"0","0","0","0"
"1341","Reed Canary","S","1","ANDGER",0,"5","1","1","1"
"1342","Reed Canary","S","5","ANDGER",1,"0","0","0","0"
"1343","Reed Canary","S","Half Site","ARCMIN",1,".",".",".","."
"1344","Reed Canary","S","1","BROINE",0,"0","3","0","0"
"1345","Reed Canary","S","5","BROINE",0,"1","0","0","0"
"1346","Reed Canary","S","Half Site","CELORB",1,".",".",".","."
"1347","Reed Canary","S","Half Site","CIRARV",1,".",".",".","."
"1348","Reed Canary","S","Half Site","CIRLUT",1,".",".",".","."
"1349","Reed Canary","S","5","CIRVUL",0,"1","1","0","0"
"1350","Reed Canary","S","Half Site","DACGLO",1,".",".",".","."
"1351","Reed Canary","S","1","DAUCAR",0,"0","0.5","0","0"
"1352","Reed Canary","S","1","ECHPUR",1,"0","1","1","0"
"1353","Reed Canary","S","5","ECHPUR",0,"1","0","0","1"
"1354","Reed Canary","S","5","ELYCAN",0,"1","0","0","0"
"1355","Reed Canary","S","5","EUPPER",0,"0","0","1","0"
"1356","Reed Canary","S","1","EUTGRA",0,"6","10","0","2"
"1357","Reed Canary","S","5","EUTGRA",1,"0","0","1","0"
"1358","Reed Canary","S","Half Site","EUTMAC",1,".",".",".","."
"1359","Reed Canary","S","Half Site","GEUCAN",1,".",".",".","."
"1360","Reed Canary","S","5","HYPPER",1,"1","0","0","0"
"1361","Reed Canary","S","Half Site","LESCAP",1,".",".",".","."
"1362","Reed Canary","S","5","LOTCOR",1,"0","0","0","0"
"1363","Reed Canary","S","5","MONFIS",0,"0","1","0","0"
"1364","Reed Canary","S","5","MORALB",1,"0","0","0","0"
"1365","Reed Canary","S","1","OXASTR",0,"0","0","0","1"
"1366","Reed Canary","S","1","PHAARU",70,"0","1","5","65"
"1367","Reed Canary","S","5","PHAARU",0,"1","0","0","0"
"1368","Reed Canary","S","Half Site","PHLPRA",1,".",".",".","."
"1369","Reed Canary","S","Half Site","PHYAME",1,".",".",".","."
"1370","Reed Canary","S","1","PLALAN",0,"2","0","3","0"
"1371","Reed Canary","S","5","PLALAN",0,"0","1","0","0"
"1372","Reed Canary","S","1","POAPRA",10,"60","20","10","0"
"1373","Reed Canary","S","Half Site","POLVIR",1,".",".",".","."
"1374","Reed Canary","S","5","POTREC",0,"1","0","0","0"
"1375","Reed Canary","S","Half Site","PRUVUL",1,".",".",".","."
"1376","Reed Canary","S","5","PYCTEN",1,"0","0","0","0"
"1377","Reed Canary","S","1","RATPIN",0,"0","5","2","0"
"1378","Reed Canary","S","5","RATPIN",1,"1","0","0","0"
"1379","Reed Canary","S","Half Site","ROSMUL",1,".",".",".","."
"1380","Reed Canary","S","Half Site","RUBALL",1,".",".",".","."
"1381","Reed Canary","S","Half Site","RUBFLA",1,".",".",".","."
"1382","Reed Canary","S","5","RUBOCC",1,"0","0","0","0"
"1383","Reed Canary","S","5","RUDHIR",0,"0","1","0","0"
"1384","Reed Canary","S","1","RUMCRI",0,"1","2.5","0","0"
"1385","Reed Canary","S","5","RUMCRI",1,"0","0","0","0"
"1386","Reed Canary","S","1","SOLCAN",19,"25","15","15","30"
"1387","Reed Canary","S","Half Site","SOLCAR",1,".",".",".","."
"1388","Reed Canary","S","Half Site","SORNUT",1,".",".",".","."
"1389","Reed Canary","S","Half Site","SYMNOV",1,".",".",".","."
"1390","Reed Canary","S","5","SYMLAE",0,"0","0","0","1"
"1391","Reed Canary","S","1","SYMPIL",0,"2","0","0","0"
"1392","Reed Canary","S","5","SYMPIL",0,"0","1","1","1"
"1393","Reed Canary","S","Half Site","TAROFF",1,".",".",".","."
"1394","Reed Canary","S","Half Site","TORJAP",1,".",".",".","."
"1395","Reed Canary","S","Half Site","URTDIO",1,".",".",".","."
"1396","Reed Canary","S","5","VERHAS",1,"1","0","1","0"
"1397","Reed Canary","S","5","VERURT",0,"1","0","0","0"
"1398","Reed Canary","S","Half Site","VITRIP",1,".",".",".","."
"1399","Soil Pit","E","5","ACEGEN",0,"0","0","0","1"
"1400","Soil Pit","E","Half Site","CRAGEN",1,".",".",".","."
"1401","Soil Pit","E","5","DESCIL",0,"1","0","0","1"
"1402","Soil Pit","E","Half Site","DESCAN",1,".",".",".","."
"1403","Soil Pit","E","1","ERIGEN",0,"2","1","0","0"
"1404","Soil Pit","E","5","ERIGEN",0,"0","1","1","0"
"1405","Soil Pit","E","1","HIEGEN",0,"0","0","0","2"
"1406","Soil Pit","E","5","LONGEN",0,"0","0","1","0"
"1407","Soil Pit","E","5","MELGEN",1,"1","0","0","0"
"1408","Soil Pit","E","Half Site","SILTER",1,".",".",".","."
"1409","Soil Pit","E","1","ACHMIL",15,"15","8","12","8"
"1410","Soil Pit","E","5","AMBART",1,"0","1","1","1"
"1411","Soil Pit","E","5","ANDGER",1,"0","1","1","1"
"1412","Soil Pit","E","5","ARNATR",0,"0","0","1","1"
"1413","Soil Pit","E","5","ARRELA",1,"0","0","0","0"
"1414","Soil Pit","E","Half Site","ASCSYR",1,".",".",".","."
"1415","Soil Pit","E","Half Site","ASTCAN",1,".",".",".","."
"1416","Soil Pit","E","Half Site","BAPLAC",1,".",".",".","."
"1417","Soil Pit","E","Half Site","BOUCUR",1,".",".",".","."
"1418","Soil Pit","E","1","BROINE",0,"2","0","1","0"
"1419","Soil Pit","E","5","BROINE",1,"0","0","0","0"
"1420","Soil Pit","E","1","BROJAP",0,"0","1","0","0"
"1421","Soil Pit","E","5","BROKAL",0,"1","1","0","0"
"1422","Soil Pit","E","1","CENSTO",40,"25","25","50","25"
"1423","Soil Pit","E","Half Site","CIRVUL",1,".",".",".","."
"1424","Soil Pit","E","Half Site","CORLAN",1,".",".",".","."
"1425","Soil Pit","E","Half Site","CORTRI",1,".",".",".","."
"1426","Soil Pit","E","1","DACGLO",0,"0","4","0","0"
"1427","Soil Pit","E","5","DACGLO",1,"1","1","0","1"
"1428","Soil Pit","E","1","DAUCAR",1,"0","4","0","2"
"1429","Soil Pit","E","Half Site","DESCIL",1,".",".",".","."
"1430","Soil Pit","E","1","ECHPUR",1.5,"0","0","1","0"
"1431","Soil Pit","E","5","ECHPUR",0,"1","1","0","1"
"1432","Soil Pit","E","Half Site","ELAUMB",1,".",".",".","."
"1433","Soil Pit","E","5","ELYCAN",0,"0","1","1","0"
"1434","Soil Pit","E","1","ELYREP",2,"0","0","0","0"
"1435","Soil Pit","E","5","ELYREP",0,"1","0","0","1"
"1436","Soil Pit","E","5","ELYVIL",0,"0","0","0","1"
"1437","Soil Pit","E","Half Site","ERYYUC",1,".",".",".","."
"1438","Soil Pit","E","Half Site","EUTGRA",1,".",".",".","."
"1439","Soil Pit","E","1","HELHEL",1,"0","0","0","0"
"1440","Soil Pit","E","5","HELHEL",0,"1","0","1","1"
"1441","Soil Pit","E","Half Site","HELOCC",1,".",".",".","."
"1442","Soil Pit","E","5","HYPPER",0,"0","1","1","1"
"1443","Soil Pit","E","5","LEPCAM",1,"0","0","0","0"
"1444","Soil Pit","E","Half Site","LESCAP",1,".",".",".","."
"1445","Soil Pit","E","Half Site","LOTCOR",1,".",".",".","."
"1446","Soil Pit","E","Half Site","LUPPER",1,".",".",".","."
"1447","Soil Pit","E","5","MONFIS",0,"0","1","0","0"
"1448","Soil Pit","E","Half Site","MORALB",1,".",".",".","."
"1449","Soil Pit","E","5","OENGAU",1,"1","0","1","0"
"1450","Soil Pit","E","Half Site","PANVIR",1,".",".",".","."
"1451","Soil Pit","E","Half Site","PARINT",1,".",".",".","."
"1452","Soil Pit","E","Half Site","PENDIG",1,".",".",".","."
"1453","Soil Pit","E","1","PHLPRA",0.1,"10","15","10","10"
"1454","Soil Pit","E","Half Site","PHYAME",1,".",".",".","."
"1455","Soil Pit","E","1","PLALAN",0,"0","0","2","0"
"1456","Soil Pit","E","5","PLALAN",1,"0","1","0","0"
"1457","Soil Pit","E","1","POACOM",0,"0","0","0.1","0"
"1458","Soil Pit","E","1","POAPRA",5,"0","5","3","20"
"1459","Soil Pit","E","Half Site","POTARG",1,".",".",".","."
"1460","Soil Pit","E","1","POTREC",1,"1","1","0","0"
"1461","Soil Pit","E","5","POTREC",0,"0","0","1","1"
"1462","Soil Pit","E","5","PRUSER",0,"0","0","1","0"
"1463","Soil Pit","E","Half Site","PYCTEN",1,".",".",".","."
"1464","Soil Pit","E","1","RATPIN",1,"0","0","0","0"
"1465","Soil Pit","E","5","RATPIN",0,"0","0","1","0"
"1466","Soil Pit","E","5","RHACAT",0,"0","1","0","0"
"1467","Soil Pit","E","5","ROSMUL",0,"0","0","1","0"
"1468","Soil Pit","E","5","RUBFLA",0,"0","0","1","0"
"1469","Soil Pit","E","5","RUDTRI",0,"0","0","1","1"
"1470","Soil Pit","E","5","RUMCRI",0,"1","0","1","0"
"1471","Soil Pit","E","1","SCHSCO",10,"0","0","0","0"
"1472","Soil Pit","E","Half Site","SENHEB",1,".",".",".","."
"1473","Soil Pit","E","5","SILLAC",1,"0","0","0","0"
"1474","Soil Pit","E","5","SILLAT",0,"0","0","1","0"
"1475","Soil Pit","E","1","SOLCAN",0,"0","2","0","4"
"1476","Soil Pit","E","5","SOLCAN",1,"1","0","1","0"
"1477","Soil Pit","E","Half Site","SOLSPE",1,".",".",".","."
"1478","Soil Pit","E","1","SORNUT",0.5,"0","0","1","0"
"1479","Soil Pit","E","5","SORNUT",0,"1","0","0","1"
"1480","Soil Pit","E","Half Site","SYMERI",1,".",".",".","."
"1481","Soil Pit","E","1","SYMPIL",0,"3","3","0","1"
"1482","Soil Pit","E","5","SYMPIL",1,"0","0","1","0"
"1483","Soil Pit","E","Half Site","TEPVIR",1,".",".",".","."
"1484","Soil Pit","E","1","TRIPRA",8,"25","12","15","3"
"1485","Soil Pit","E","Half Site","URTDIO",1,".",".",".","."
"1486","Soil Pit","E","Half Site","VERSTR",1,".",".",".","."
"1487","Soil Pit","E","Half Site","VERTHA",1,".",".",".","."
"1488","Soil Pit","E","Half Site","VERVIR",1,".",".",".","."
"1489","Soil Pit","E","5","ZIZAUR",0,"0","0","1","0"
"1490","Soil Pit","W","Half Site","CRAGEN",1,".",".",".","."
"1491","Soil Pit","W","Half Site","DESMAR",1,".",".",".","."
"1492","Soil Pit","W","1","ERIGEN",0,"1","0","1","0"
"1493","Soil Pit","W","1","JUNGEN",0,"0","2","0","0"
"1494","Soil Pit","W","Half Site","LACGEN",1,".",".",".","."
"1495","Soil Pit","W","Half Site","LONGEN",1,".",".",".","."
"1496","Soil Pit","W","Half Site","SYMURO",1,".",".",".","."
"1497","Soil Pit","W","Half Site","ACENEG",1,".",".",".","."
"1498","Soil Pit","W","1","ACHMIL",8,"2","0","1","0"
"1499","Soil Pit","W","1","AMBART",0,"0.1","0","0","0"
"1500","Soil Pit","W","Half Site","AMBART",1,".",".",".","."
"1501","Soil Pit","W","1","ANDGER",3,"0","7","0","0.5"
"1502","Soil Pit","W","Half Site","APOCAN",1,".",".",".","."
"1503","Soil Pit","W","1","ARRELA",0,"0.1","0","0","0"
"1504","Soil Pit","W","1","BROINE",0,"1","0","5","2"
"1505","Soil Pit","W","Half Site","CELORB",1,".",".",".","."
"1506","Soil Pit","W","1","CENSTO",40,"0","25","0","0"
"1507","Soil Pit","W","1","CIRVUL",0,"0","0","0","2"
"1508","Soil Pit","W","1","CORLAN",0,"0","1","0","0"
"1509","Soil Pit","W","1","CRETEC",0,"0","0","0.1","0"
"1510","Soil Pit","W","1","DACGLO",0,"0","3","0","0"
"1511","Soil Pit","W","1","DAUCAR",0,"5","0","1","2"
"1512","Soil Pit","W","1","DRYARG",0.1,"0","0","0","0"
"1513","Soil Pit","W","1","ECHPUR",0,"8","3","0","3"
"1514","Soil Pit","W","Half Site","ELAUMB",1,".",".",".","."
"1515","Soil Pit","W","1","ELYCAN",0,"0","1","0","0"
"1516","Soil Pit","W","1","ELYREP",1,"20","0","30","3"
"1517","Soil Pit","W","1","EUTGRA",0,"0","8","10","0"
"1518","Soil Pit","W","Half Site","HYPPER",1,".",".",".","."
"1519","Soil Pit","W","Half Site","JUGNIG",1,".",".",".","."
"1520","Soil Pit","W","Half Site","LEPCAM",1,".",".",".","."
"1521","Soil Pit","W","1","LOTCOR",0,"0","5","0","0"
"1522","Soil Pit","W","1","MORALB",0,"0","0","0.5","0"
"1523","Soil Pit","W","Half Site","PHAARU",1,".",".",".","."
"1524","Soil Pit","W","1","PHLPRA",6,"7","0","0","0"
"1525","Soil Pit","W","1","PLALAN",3,"1.5","0","5","0"
"1526","Soil Pit","W","1","POACOM",1,"0","0","0","0"
"1527","Soil Pit","W","1","POAPRA",5,"10","3","50","90"
"1528","Soil Pit","W","1","POTREC",3,"3","1","0","0"
"1529","Soil Pit","W","Half Site","PYCTEN",1,".",".",".","."
"1530","Soil Pit","W","1","RATPIN",0,"3","1","0","0"
"1531","Soil Pit","W","Half Site","RHACAT",1,".",".",".","."
"1532","Soil Pit","W","Half Site","ROSMUL",1,".",".",".","."
"1533","Soil Pit","W","1","RUBFLA",0,"2","0","4","0"
"1534","Soil Pit","W","Half Site","RUBOCC",1,".",".",".","."
"1535","Soil Pit","W","1","RUMACL",0,"0","0.1","0","0"
"1536","Soil Pit","W","Half Site","SAPOFF",1,".",".",".","."
"1537","Soil Pit","W","1","SCHSCO",7,"0","10","0","0"
"1538","Soil Pit","W","1","SOLCAN",2,"6","5","1","3"
"1539","Soil Pit","W","1","SORNUT",3,"0","2","0","0"
"1540","Soil Pit","W","Half Site","SYMNOV",1,".",".",".","."
"1541","Soil Pit","W","1","SYMPIL",7,"5","0","0","0"
"1542","Soil Pit","W","Half Site","TOXRAD",1,".",".",".","."
"1543","Soil Pit","W","1","TRICAM",0,"0","0","0.01","0"
"1544","Soil Pit","W","1","TRIPRA",2,"4","0.1","6","2"
"1545","Soil Pit","W","Half Site","VERTHA",1,".",".",".","."
"1546","Soil Pit","W","Half Site","VITRIP",1,".",".",".","."
"1547","Soil Pit","W","5","DESCIL",1,"0","0","1","0"
"1548","Soil Pit","W","5","DESCIL",0,"1","0","0","0"
"1549","Soil Pit","W","5","ERIGEN",1,"0","1","0","0"
"1550","Soil Pit","W","5","JUNGEN",0,"0","0","1","0"
"1551","Soil Pit","W","5","PRUGEN",0,"1","0","0","0"
"1552","Soil Pit","W","5","ACHMIL",0,"0","1","0","1"
"1553","Soil Pit","W","5","ANDGER",0,"1","0","1","0"
"1554","Soil Pit","W","5","ARRELA",0,"0","0","0","1"
"1555","Soil Pit","W","5","ASCSYR",1,"0","0","0","0"
"1556","Soil Pit","W","5","BROINE",0,"0","1","0","0"
"1557","Soil Pit","W","5","CENSTO",0,"1","0","1","1"
"1558","Soil Pit","W","5","CHAFAS",0,"0","1","0","0"
"1559","Soil Pit","W","5","CHEALB",0,"0","0","0","1"
"1560","Soil Pit","W","5","CIRVUL",0,"1","0","0","0"
"1561","Soil Pit","W","5","CORLAN",1,"0","0","1","0"
"1562","Soil Pit","W","5","DACGLO",0,"1","0","1","1"
"1563","Soil Pit","W","5","ECHPUR",1,"0","0","1","0"
"1564","Soil Pit","W","5","ELYCAN",0,"1","0","0","1"
"1565","Soil Pit","W","5","ELYREP",0,"0","1","0","0"
"1566","Soil Pit","W","5","EUTGRA",1,"1","0","0","1"
"1567","Soil Pit","W","5","LESCAP",1,"0","1","1","1"
"1568","Soil Pit","W","5","PHLPRA",0,"0","0","0","1"
"1569","Soil Pit","W","5","POTREC",0,"0","0","1","1"
"1570","Soil Pit","W","5","PRUSER",0,"0","0","1","0"
"1571","Soil Pit","W","5","RATPIN",0,"0","0","1","1"
"1572","Soil Pit","W","5","RUBFLA",1,"0","0","0","0"
"1573","Soil Pit","W","5","RUBOCC",0,"0","1","0","0"
"1574","Soil Pit","W","5","RUDHIR",0,"1","1","0","0"
"1575","Soil Pit","W","5","RUMCRI",0,"1","1","0","0"
"1576","Soil Pit","W","5","SILLAT",1,"1","1","0","0"
"1577","Soil Pit","W","5","SOLSPE",1,"0","1","0","0"
"1578","Soil Pit","W","5","SORNUT",0,"0","0","1","1"
"1579","Soil Pit","W","5","SYMPIL",0,"1","1","0","1"
"1580","Soil Pit","W","5","VERURT",1,"0","0","0","0"
"1581","Spruce Lodge","E","Half Site","FALCON",1,".",".",".","."
"1582","Spruce Lodge","E","Half Site","CALSEP",1,".",".",".","."
"1583","Spruce Lodge","E","Half Site","DESCIL",1,".",".",".","."
"1584","Spruce Lodge","E","1","ERIGEN",2,"1","0","3","0"
"1585","Spruce Lodge","E","5","ERIGEN",0,"0","0","0","1"
"1586","Spruce Lodge","E","1","STEGRA",0,"0","4","30","0"
"1587","Spruce Lodge","E","5","PERHYD",0,"0","1","0","0"
"1588","Spruce Lodge","E","Half Site","PERLON",1,".",".",".","."
"1589","Spruce Lodge","E","Half Site","SETGEN",1,".",".",".","."
"1590","Spruce Lodge","E","5","SYMPIL",1,"0","0","0","0"
"1591","Spruce Lodge","E","1","VEROFF",0,"0","2","0","0"
"1592","Spruce Lodge","E","5","VEROFF",0,"1","0","0","0"
"1593","Spruce Lodge","E","5","VEROFF",0,"0","0","1","0"
"1594","Spruce Lodge","E","5","ACENEG",0,"1","0","0","0"
"1595","Spruce Lodge","E","1","ACHMIL",0,"15","4","4","6"
"1596","Spruce Lodge","E","5","ACHMIL",1,"0","0","0","0"
"1597","Spruce Lodge","E","5","AMBART",1,"0","0","0","1"
"1598","Spruce Lodge","E","Half Site","AMBTRI",1,".",".",".","."
"1599","Spruce Lodge","E","5","ANDGER",1,"1","0","0","0"
"1600","Spruce Lodge","E","Half Site","APOCAN",1,".",".",".","."
"1601","Spruce Lodge","E","5","ARCMIN",1,"1","1","0","1"
"1602","Spruce Lodge","E","Half Site","ARRELA",1,".",".",".","."
"1603","Spruce Lodge","E","Half Site","ASCSYR",1,".",".",".","."
"1604","Spruce Lodge","E","Half Site","BARVUL",1,".",".",".","."
"1605","Spruce Lodge","E","Half Site","BERINC",1,".",".",".","."
"1606","Spruce Lodge","E","Half Site","BROINE",1,".",".",".","."
"1607","Spruce Lodge","E","Half Site","CELORB",1,".",".",".","."
"1608","Spruce Lodge","E","Half Site","CENSTO",1,".",".",".","."
"1609","Spruce Lodge","E","5","CERFON",0,"0","0","0","1"
"1610","Spruce Lodge","E","5","CIRARV",0,"0","1","0","0"
"1611","Spruce Lodge","E","Half Site","CIRLUT",1,".",".",".","."
"1612","Spruce Lodge","E","5","CIRVUL",0,"0","0","1","0"
"1613","Spruce Lodge","E","5","DACGLO",0,"0","1","1","0"
"1614","Spruce Lodge","E","5","ECHPUR",1,"1","1","0","1"
"1615","Spruce Lodge","E","Half Site","ELYCAN",1,".",".",".","."
"1616","Spruce Lodge","E","1","ELYREP",0,"10","20","25","55"
"1617","Spruce Lodge","E","Half Site","EREHIE",1,".",".",".","."
"1618","Spruce Lodge","E","5","EUTGRA",0,"0","1","0","0"
"1619","Spruce Lodge","E","5","HESMAT",0,"0","0","0","1"
"1620","Spruce Lodge","E","Half Site","JUGNIG",1,".",".",".","."
"1621","Spruce Lodge","E","5","LEOCAR",0,"1","0","0","0"
"1622","Spruce Lodge","E","1","LOTCOR",0.5,"8","70","30","22"
"1623","Spruce Lodge","E","1","MONFIS",0,"0","0","0","15"
"1624","Spruce Lodge","E","Half Site","MORALB",1,".",".",".","."
"1625","Spruce Lodge","E","5","NEPCAT",0,"0","1","0","0"
"1626","Spruce Lodge","E","1","OXASTR",0.5,"0","0","0","0.01"
"1627","Spruce Lodge","E","5","OXASTR",0,"0","1","0","0"
"1628","Spruce Lodge","E","1","PHAARU",99,"64","0","0","0"
"1629","Spruce Lodge","E","5","PHAARU",0,"0","1","1","1"
"1630","Spruce Lodge","E","5","PHLPRA",0,"1","1","1","0"
"1631","Spruce Lodge","E","Half Site","PHYAME",1,".",".",".","."
"1632","Spruce Lodge","E","5","PLALAN",0,"0","0","0","1"
"1633","Spruce Lodge","E","5","POLVIR",1,"0","0","0","0"
"1634","Spruce Lodge","E","5","RATPIN",1,"1","0","0","0"
"1635","Spruce Lodge","E","Half Site","ROSMUL",1,".",".",".","."
"1636","Spruce Lodge","E","Half Site","RUBOCC",1,".",".",".","."
"1637","Spruce Lodge","E","5","RUDHIR",1,"0","0","0","0"
"1638","Spruce Lodge","E","5","RUDTRI",1,"0","0","0","0"
"1639","Spruce Lodge","E","1","RUMCRI",0,"0","0","5","2"
"1640","Spruce Lodge","E","5","RUMCRI",0,"1","1","0","0"
"1641","Spruce Lodge","E","5","SILLAT",0,"1","0","0","0"
"1642","Spruce Lodge","E","5","SOLCAN",1,"1","0","1","0"
"1643","Spruce Lodge","E","Half Site","SOLSPE",1,".",".",".","."
"1644","Spruce Lodge","E","5","SYMPIL",0,"1","0","0","0"
"1645","Spruce Lodge","E","5","TORJAP",0,"1","1","0","0"
"1646","Spruce Lodge","E","Half Site","TOXRAD",1,".",".",".","."
"1647","Spruce Lodge","E","5","VERURT",1,"1","0","0","1"
"1648","Spruce Lodge","W","5","FALCON",0,"0","0","1","0"
"1649","Spruce Lodge","W","1","FALCON",4,"2","4","0","2"
"1650","Spruce Lodge","W","5","PILPUM",0,"0","0","1","0"
"1651","Spruce Lodge","W","5","DESILL",0,"0","1","0","0"
"1652","Spruce Lodge","W","5","ERIGEN",0,"0","0","1","1"
"1653","Spruce Lodge","W","Half Site","CERCAN",1,".",".",".","."
"1654","Spruce Lodge","W","Half Site","HYPPUN",1,".",".",".","."
"1655","Spruce Lodge","W","5","CXGEN1",0,"1","0","0","0"
"1656","Spruce Lodge","W","5","PERLON",0,"1","0","0","0"
"1657","Spruce Lodge","W","1","PERLON",2,"0","0","1","0"
"1658","Spruce Lodge","W","5","PERLON",0,"0","1","0","0"
"1659","Spruce Lodge","W","Half Site","PERPEN",1,".",".",".","."
"1660","Spruce Lodge","W","1","SETGEN",0,"0","10","0","0"
"1661","Spruce Lodge","W","5","SETGEN",1,"1","0","1","0"
"1662","Spruce Lodge","W","5","ACENEG",1,"0","0","0","0"
"1663","Spruce Lodge","W","1","ACHMIL",0,"0","0","60","7"
"1664","Spruce Lodge","W","5","ACHMIL",1,"1","1","0","0"
"1665","Spruce Lodge","W","Half Site","AGAFOE",1,".",".",".","."
"1666","Spruce Lodge","W","1","AGANEP",0,"0","5","0","0"
"1667","Spruce Lodge","W","5","AGANEP",0,"1","0","0","1"
"1668","Spruce Lodge","W","1","AMBART",35,"0","0","0","0"
"1669","Spruce Lodge","W","Half Site","ANDGER",1,".",".",".","."
"1670","Spruce Lodge","W","5","ANTCOT",1,"0","0","0","0"
"1671","Spruce Lodge","W","5","ARCMIN",1,"0","1","1","0"
"1672","Spruce Lodge","W","5","ARNATR",0,"1","0","0","0"
"1673","Spruce Lodge","W","5","ASCINC",0,"1","0","0","0"
"1674","Spruce Lodge","W","5","ASCSYR",0,"1","0","0","0"
"1675","Spruce Lodge","W","5","ASTCAN",0,"0","1","0","0"
"1676","Spruce Lodge","W","5","BROINE",1,"1","0","0","0"
"1677","Spruce Lodge","W","Half Site","CELORB",1,".",".",".","."
"1678","Spruce Lodge","W","5","CHEALB",0,"1","0","1","0"
"1679","Spruce Lodge","W","1","CIRARV",0,"20","7","0","0"
"1680","Spruce Lodge","W","5","CIRARV",1,"0","0","1","1"
"1681","Spruce Lodge","W","Half Site","CIRLUT",1,".",".",".","."
"1682","Spruce Lodge","W","Half Site","CONCAN",1,".",".",".","."
"1683","Spruce Lodge","W","5","CORTRI",1,"1","0","0","0"
"1684","Spruce Lodge","W","5","CXVULP",0,"0","0","0","1"
"1685","Spruce Lodge","W","5","CXVULP",0,"0","1","0","0"
"1686","Spruce Lodge","W","1","DACGLO",0,"0","0","4","0"
"1687","Spruce Lodge","W","5","DACGLO",0,"0","0","0","1"
"1688","Spruce Lodge","W","Half Site","ECHPUR",1,".",".",".","."
"1689","Spruce Lodge","W","1","ECYVIR",0,"0","0","0.5","0"
"1690","Spruce Lodge","W","Half Site","ELYCAN",1,".",".",".","."
"1691","Spruce Lodge","W","1","ELYREP",0,"15","2","10","6"
"1692","Spruce Lodge","W","5","EREHIE",0,"0","0","1","0"
"1693","Spruce Lodge","W","Half Site","ERYYUC",1,".",".",".","."
"1694","Spruce Lodge","W","Half Site","FRAAME",1,".",".",".","."
"1695","Spruce Lodge","W","5","HELHEL",1,"0","1","1","0"
"1696","Spruce Lodge","W","5","JUGNIG",1,"1","0","1","1"
"1697","Spruce Lodge","W","Half Site","LEOCAR",1,".",".",".","."
"1698","Spruce Lodge","W","1","LOTCOR",40,"60","65","30","80"
"1699","Spruce Lodge","W","Half Site","MONFIS",1,".",".",".","."
"1700","Spruce Lodge","W","Half Site","OENGAU",1,".",".",".","."
"1701","Spruce Lodge","W","Half Site","ONOSEN",1,".",".",".","."
"1702","Spruce Lodge","W","1","OXASTR",2,"0","0","0","0"
"1703","Spruce Lodge","W","5","OXASTR",0,"0","0","0","1"
"1704","Spruce Lodge","W","Half Site","PANVIR",1,".",".",".","."
"1705","Spruce Lodge","W","Half Site","PARQUI",1,".",".",".","."
"1706","Spruce Lodge","W","5","PHAARU",0,"0","0","1","1"
"1707","Spruce Lodge","W","1","PHLPRA",20,"5","0","5","2"
"1708","Spruce Lodge","W","1","PHYAME",0,"0","0","0","2"
"1709","Spruce Lodge","W","5","PHYAME",0,"1","1","1","0"
"1710","Spruce Lodge","W","Half Site","POACOM",1,".",".",".","."
"1711","Spruce Lodge","W","Half Site","POLVIR",1,".",".",".","."
"1712","Spruce Lodge","W","1","POTREC",1,"0","0","1","0"
"1713","Spruce Lodge","W","5","POTREC",0,"0","1","0","0"
"1714","Spruce Lodge","W","5","RATPIN",0,"1","1","0","0"
"1715","Spruce Lodge","W","Half Site","ROSMUL",1,".",".",".","."
"1716","Spruce Lodge","W","5","RUBOCC",0,"0","1","0","0"
"1717","Spruce Lodge","W","5","RUDHIR",0,"1","0","0","0"
"1718","Spruce Lodge","W","Half Site","RUDHIR",1,".",".",".","."
